Row 2: e52=a | vinqi=है | pnzabi=হৈ | guzraji=হৈ | xg38=vxi
Row 1783: e52=nurse | vinqi=देखभाल करना | pnzabi=দেখভাল করনা | guzraji=দেখভাল করনা | xg38=qeKBal krna
Row 1784: e52=nut | vinqi=कड़े छिलके वाला फल | pnzabi=কড়ে ছিলকে ঵ালা ফল | guzraji=কড়ে ছিলকে ঵ালা ফল | xg38=kRe Cilke wala fl
Row 1785: e52=object | vinqi=वस्तु | pnzabi=঵স্তু | guzraji=঵স্তু | xg38=wsju
Row 1786: e52=objective | vinqi=उद्देश्य | pnzabi=উদ্দেশ্য | guzraji=উদ্দেশ্য | xg38=uqqeSy
Row 1787: e52=obligation | vinqi=बाध्यता | pnzabi=বাধ্যতা | guzraji=বাধ্যতা | xg38=baQyja
Row 1788: e52=observation | vinqi=अवलोकन | pnzabi=অ঵লোকন | guzraji=অ঵লোকন | xg38=xwlokn
Row 1789: e52=observe | vinqi=निरीक्षण करना | pnzabi=নিরীক্ষণ করনা | guzraji=নিরীক্ষণ করনা | xg38=niriSn krna
Row 1790: e52=observer | vinqi=देखने वाला | pnzabi=দেখনে ঵ালা | guzraji=দেখনে ঵ালা | xg38=qeKne wala
Row 1791: e52=obtain | vinqi=प्राप्त | pnzabi=প্রাপ্ত | guzraji=প্রাপ্ত | xg38=prapj
Row 1792: e52=obvious | vinqi=ज़ाहिर | pnzabi=জ়াহির | guzraji=জ়াহির | xg38=zavir
Row 1793: e52=obviously | vinqi=स्पष्टतः | pnzabi=স্পষ্টতঃ | guzraji=স্পষ্টতঃ | xg38=spstj
Row 1794: e52=occasion | vinqi=अवसर | pnzabi=অ঵সর | guzraji=অ঵সর | xg38=xwsr
Row 1795: e52=occasionally | vinqi=कभी–कभी | pnzabi=কভী–কভী | guzraji=কভী–কভী | xg38=kBi–kBi
Row 1796: e52=occupation | vinqi=व्यवसाय | pnzabi=঵্য঵সায | guzraji=঵্য঵সায | xg38=wywsay
Row 1797: e52=occupy | vinqi=पर कब्जा | pnzabi=পর কব্জা | guzraji=পর কব্জা | xg38=pr kbza
Row 1798: e52=occur | vinqi=घटित होना | pnzabi=ঘটিত হোনা | guzraji=ঘটিত হোনা | xg38=Gtij vona
Row 1799: e52=ocean | vinqi=सागर | pnzabi=সাগর | guzraji=সাগর | xg38=sagr
Row 1800: e52=odd | vinqi=अजीब | pnzabi=অজীব | guzraji=অজীব | xg38=xzib
Row 1801: e52=odds | vinqi=कठिनाइयाँ | pnzabi=কঠিনাইযাঁ | guzraji=কঠিনাইযাঁ | xg38=kTinaiya
Row 1802: e52=of | vinqi=का | pnzabi=কা | guzraji=কা | xg38=ka
Row 1803: e52=off | vinqi=बंद | pnzabi=বংদ | guzraji=বংদ | xg38=bnq
Row 1804: e52=offense | vinqi=अपराध | pnzabi=অপরাধ | guzraji=অপরাধ | xg38=xpraQ
Row 1805: e52=offensive | vinqi=आक्रामक | pnzabi=আক্রামক | guzraji=আক্রামক | xg38=xakramk
Row 1806: e52=offer | vinqi=प्रस्ताव | pnzabi=প্রস্তা঵ | guzraji=প্রস্তা঵ | xg38=prsjaw
Row 1807: e52=office | vinqi=कार्यालय | pnzabi=কার্যালয | guzraji=কার্যালয | xg38=karyaly
Row 1808: e52=officer | vinqi=अफ़सर | pnzabi=অফ়সর | guzraji=অফ়সর | xg38=xfsr
Row 1809: e52=official | vinqi=अधिकारी | pnzabi=অধিকারী | guzraji=অধিকারী | xg38=xQikari
Row 1810: e52=often | vinqi=अक्सर | pnzabi=অক্সর | guzraji=অক্সর | xg38=xksr
Row 1811: e52=oh | vinqi=ओह | pnzabi=ওহ | guzraji=ওহ | xg38=ov
Row 1812: e52=oil | vinqi=तेल | pnzabi=তেল | guzraji=তেল | xg38=jel
Row 1813: e52=ok | vinqi=ठीक है | pnzabi=ঠীক হৈ | guzraji=ঠীক হৈ | xg38=Tik vxi
Row 1814: e52=okay | vinqi=ठीक है | pnzabi=ঠীক হৈ | guzraji=ঠীক হৈ | xg38=Tik vxi
Row 1815: e52=old | vinqi=पुराना | pnzabi=পুরানা | guzraji=পুরানা | xg38=purana
Row 1816: e52=olympic | vinqi=ओलिंपिक | pnzabi=ওলিংপিক | guzraji=ওলিংপিক | xg38=olimpik
Row 1817: e52=on | vinqi=पर | pnzabi=পর | guzraji=পর | xg38=pr
Row 1818: e52=once | vinqi=एक बार | pnzabi=এক বার | guzraji=এক বার | xg38=ek bar
Row 1819: e52=one | vinqi=एक | pnzabi=এক | guzraji=এক | xg38=ek
Row 1820: e52=ongoing | vinqi=चल रहे | pnzabi=চল রহে | guzraji=চল রহে | xg38=cl rve
Row 1821: e52=onion | vinqi=प्याज़ | pnzabi=প্যাজ় | guzraji=প্যাজ় | xg38=pyaz
Row 1822: e52=online | vinqi=ऑनलाइन | pnzabi=঑নলাইন | guzraji=঑নলাইন | xg38=aonlain
Row 1823: e52=only | vinqi=केवल | pnzabi=কে঵ল | guzraji=কে঵ল | xg38=kewl
Row 1824: e52=onto | vinqi=पर | pnzabi=পর | guzraji=পর | xg38=pr
Row 1825: e52=open | vinqi=खोलना | pnzabi=খোলনা | guzraji=খোলনা | xg38=Kolna
Row 1826: e52=opening | vinqi=प्रारंभिक | pnzabi=প্রারংভিক | guzraji=প্রারংভিক | xg38=prarmBik
Row 1827: e52=operate | vinqi=संचालित | pnzabi=সংচালিত | guzraji=সংচালিত | xg38=sncalij
Row 1828: e52=operating | vinqi=ऑपरेटिंग | pnzabi=঑পরেটিংগ | guzraji=঑পরেটিংগ | xg38=aopretiNg
Row 1829: e52=operation | vinqi=संचालन | pnzabi=সংচালন | guzraji=সংচালন | xg38=sncaln
Row 1830: e52=operator | vinqi=ऑपरेटर | pnzabi=঑পরেটর | guzraji=঑পরেটর | xg38=aopretr
Row 1831: e52=opinion | vinqi=राय | pnzabi=রায | guzraji=রায | xg38=ray
Row 1832: e52=opponent | vinqi=प्रतिद्वंद्वी | pnzabi=প্রতিদ্঵ংদ্঵ী | guzraji=প্রতিদ্঵ংদ্঵ী | xg38=prjiqwnqwi
Row 1833: e52=opportunity | vinqi=अवसर | pnzabi=অ঵সর | guzraji=অ঵সর | xg38=xwsr
Row 1834: e52=oppose | vinqi=का विरोध | pnzabi=কা ঵িরোধ | guzraji=কা ঵িরোধ | xg38=ka wiroQ
Row 1835: e52=opposite | vinqi=विलोम | pnzabi=঵িলোম | guzraji=঵িলোম | xg38=wilom
Row 1836: e52=opposition | vinqi=विरोध | pnzabi=঵িরোধ | guzraji=঵িরোধ | xg38=wiroQ
Row 1837: e52=option | vinqi=विकल्प | pnzabi=঵িকল্প | guzraji=঵িকল্প | xg38=wiklp
Row 1838: e52=or | vinqi=या | pnzabi=যা | guzraji=যা | xg38=ya
Row 1839: e52=orange | vinqi=संतरा | pnzabi=সংতরা | guzraji=সংতরা | xg38=snjra
Row 1840: e52=order | vinqi=गण | pnzabi=গণ | guzraji=গণ | xg38=gn
Row 1841: e52=ordinary | vinqi=साधारण | pnzabi=সাধারণ | guzraji=সাধারণ | xg38=saQarn
Row 1842: e52=organic | vinqi=कार्बनिक | pnzabi=কার্বনিক | guzraji=কার্বনিক | xg38=karbnik
Row 1843: e52=organization | vinqi=संगठन | pnzabi=সংগঠন | guzraji=সংগঠন | xg38=sNgTn
Row 1844: e52=organize | vinqi=व्यवस्थित | pnzabi=঵্য঵স্থিত | guzraji=঵্য঵স্থিত | xg38=wywsJij
Row 1845: e52=orientation | vinqi=अभिविन्यास | pnzabi=অভি঵িন্যাস | guzraji=অভি঵িন্যাস | xg38=xBiwinyas
Row 1846: e52=origin | vinqi=मूल | pnzabi=মূল | guzraji=মূল | xg38=mul
Row 1847: e52=original | vinqi=मूल | pnzabi=মূল | guzraji=মূল | xg38=mul
Row 1848: e52=originally | vinqi=मौलिक रूप से | pnzabi=মৌলিক রূপ সে | guzraji=মৌলিক রূপ সে | xg38=moulik rup se
Row 1849: e52=other | vinqi=अन्य | pnzabi=অন্য | guzraji=অন্য | xg38=xny
Row 1850: e52=others | vinqi=अन्य | pnzabi=অন্য | guzraji=অন্য | xg38=xny
Row 1851: e52=otherwise | vinqi=अन्यथा | pnzabi=অন্যথা | guzraji=অন্যথা | xg38=xnyJa
Row 1852: e52=ought | vinqi=चाहिए | pnzabi=চাহিএ | guzraji=চাহিএ | xg38=cavie
Row 1853: e52=our | vinqi=हमारी | pnzabi=হমারী | guzraji=হমারী | xg38=vmari
Row 1854: e52=ourselves | vinqi=हम स्वयं | pnzabi=হম স্঵যং | guzraji=হম স্঵যং | xg38=vm swy
Row 1855: e52=out | vinqi=बाहर | pnzabi=বাহর | guzraji=বাহর | xg38=bavr
Row 1856: e52=outcome | vinqi=नतीजा | pnzabi=নতীজা | guzraji=নতীজা | xg38=njiza
Row 1857: e52=outside | vinqi=बाहर | pnzabi=বাহর | guzraji=বাহর | xg38=bavr
Row 1858: e52=oven | vinqi=तंदूर | pnzabi=তংদূর | guzraji=তংদূর | xg38=jnqur
Row 1859: e52=over | vinqi=ऊपर | pnzabi=ঊপর | guzraji=ঊপর | xg38=upr
Row 1860: e52=overall | vinqi=कुल मिलाकर | pnzabi=কুল মিলাকর | guzraji=কুল মিলাকর | xg38=kul milakr
Row 1861: e52=overcome | vinqi=काबू पाना | pnzabi=কাবূ পানা | guzraji=কাবূ পানা | xg38=kabu pana
Row 1862: e52=overlook | vinqi=ओवरलुक | pnzabi=ও঵রলুক | guzraji=ও঵রলুক | xg38=owrluk
Row 1863: e52=owe | vinqi=देनदार होना | pnzabi=দেনদার হোনা | guzraji=দেনদার হোনা | xg38=qenqar vona
Row 1864: e52=own | vinqi=अपना | pnzabi=অপনা | guzraji=অপনা | xg38=xpna
Row 1865: e52=owner | vinqi=मालिक | pnzabi=মালিক | guzraji=মালিক | xg38=malik
Row 1866: e52=pace | vinqi=गति | pnzabi=গতি | guzraji=গতি | xg38=gji
Row 1867: e52=pack | vinqi=सामान बाँधना | pnzabi=সামান বাঁধনা | guzraji=সামান বাঁধনা | xg38=saman banQna
Row 1868: e52=package | vinqi=पैकेट | pnzabi=পৈকেট | guzraji=পৈকেট | xg38=pxiket
Row 1869: e52=page | vinqi=पृष्ठ | pnzabi=পৃষ্ঠ | guzraji=পৃষ্ঠ | xg38=prsT
Row 1870: e52=pain | vinqi=दर्द | pnzabi=দর্দ | guzraji=দর্দ | xg38=qrq
Row 1871: e52=painful | vinqi=दर्दनाक | pnzabi=দর্দনাক | guzraji=দর্দনাক | xg38=qrqnak
Row 1872: e52=paint | vinqi=रंग | pnzabi=রংগ | guzraji=রংগ | xg38=rNg
Row 1873: e52=painter | vinqi=चित्रकार | pnzabi=চিত্রকার | guzraji=চিত্রকার | xg38=cijrkar
Row 1874: e52=painting | vinqi=चित्र | pnzabi=চিত্র | guzraji=চিত্র | xg38=cijr
Row 1875: e52=pair | vinqi=जोड़ा | pnzabi=জোড়া | guzraji=জোড়া | xg38=zoRa
Row 1876: e52=pale | vinqi=फीका | pnzabi=ফীকা | guzraji=ফীকা | xg38=fika
Row 1877: e52=palestinian | vinqi=फ़िलिस्तीनी | pnzabi=ফ়িলিস্তীনী | guzraji=ফ়িলিস্তীনী | xg38=filisjini
Row 1878: e52=palm | vinqi=हथेली | pnzabi=হথেলী | guzraji=হথেলী | xg38=vJeli
Row 1879: e52=pan | vinqi=बरतन | pnzabi=বরতন | guzraji=বরতন | xg38=brjn
Row 1880: e52=panel | vinqi=पैनल | pnzabi=পৈনল | guzraji=পৈনল | xg38=pxinl
Row 1881: e52=pant | vinqi=पंत | pnzabi=পংত | guzraji=পংত | xg38=pnj
Row 1882: e52=paper | vinqi=कागज़ | pnzabi=কাগজ় | guzraji=কাগজ় | xg38=kagz
Row 1883: e52=parent | vinqi=माता–पिता | pnzabi=মাতা–পিতা | guzraji=মাতা–পিতা | xg38=maja–pija
Row 1884: e52=park | vinqi=पार्क | pnzabi=পার্ক | guzraji=পার্ক | xg38=park
Row 1885: e52=parking | vinqi=पार्किंग | pnzabi=পার্কিংগ | guzraji=পার্কিংগ | xg38=parkiNg
Row 1886: e52=part | vinqi=अंश | pnzabi=অংশ | guzraji=অংশ | xg38=xnS
Row 1887: e52=participant | vinqi=प्रतिभागी | pnzabi=প্রতিভাগী | guzraji=প্রতিভাগী | xg38=prjiBagi
Row 1888: e52=participate | vinqi=भाग लेना | pnzabi=ভাগ লেনা | guzraji=ভাগ লেনা | xg38=Bag lena
Row 1889: e52=participation | vinqi=भाग लेना | pnzabi=ভাগ লেনা | guzraji=ভাগ লেনা | xg38=Bag lena
Row 1890: e52=particular | vinqi=विशिष्ट | pnzabi=঵িশিষ্ট | guzraji=঵িশিষ্ট | xg38=wiSist
Row 1891: e52=particularly | vinqi=विशेषतया | pnzabi=঵িশেষতযা | guzraji=঵িশেষতযা | xg38=wiSesjya
Row 1892: e52=partly | vinqi=आंशिक रूप में | pnzabi=আংশিক রূপ মেং | guzraji=আংশিক রূপ মেং | xg38=xanSik rup me
Row 1893: e52=partner | vinqi=साथी | pnzabi=সাথী | guzraji=সাথী | xg38=saJi
Row 1894: e52=partnership | vinqi=साझेदारी | pnzabi=সাঝেদারী | guzraji=সাঝেদারী | xg38=saZeqari
Row 1895: e52=party | vinqi=समारोह | pnzabi=সমারোহ | guzraji=সমারোহ | xg38=smarov
Row 1896: e52=pass | vinqi=रास्ता | pnzabi=রাস্তা | guzraji=রাস্তা | xg38=rasja
Row 1897: e52=passage | vinqi=रास्ता | pnzabi=রাস্তা | guzraji=রাস্তা | xg38=rasja
Row 1898: e52=passenger | vinqi=यात्री | pnzabi=যাত্রী | guzraji=যাত্রী | xg38=yajri
Row 1899: e52=passion | vinqi=जोश | pnzabi=জোশ | guzraji=জোশ | xg38=zoS
Row 1900: e52=past | vinqi=अतीत | pnzabi=অতীত | guzraji=অতীত | xg38=xjij
Row 1901: e52=patch | vinqi=पैबंद | pnzabi=পৈবংদ | guzraji=পৈবংদ | xg38=pxibnq
Row 1902: e52=path | vinqi=रास्ता | pnzabi=রাস্তা | guzraji=রাস্তা | xg38=rasja
Row 1903: e52=patient | vinqi=रोगी | pnzabi=রোগী | guzraji=রোগী | xg38=rogi
Row 1904: e52=pattern | vinqi=नमूना | pnzabi=নমূনা | guzraji=নমূনা | xg38=nmuna
Row 1905: e52=pause | vinqi=रोकना | pnzabi=রোকনা | guzraji=রোকনা | xg38=rokna
Row 1906: e52=pay | vinqi=भुगतान करना | pnzabi=ভুগতান করনা | guzraji=ভুগতান করনা | xg38=Bugjan krna
Row 1907: e52=payment | vinqi=भुगतान | pnzabi=ভুগতান | guzraji=ভুগতান | xg38=Bugjan
Row 1908: e52=pc | vinqi=पीसी | pnzabi=পীসী | guzraji=পীসী | xg38=pisi
Row 1909: e52=peace | vinqi=शांति | pnzabi=শাংতি | guzraji=শাংতি | xg38=Sanji
Row 1910: e52=peak | vinqi=शिखर | pnzabi=শিখর | guzraji=শিখর | xg38=SiKr
Row 1911: e52=peer | vinqi=समकक्ष | pnzabi=সমকক্ষ | guzraji=সমকক্ষ | xg38=smkS
Row 1912: e52=penalty | vinqi=दंड | pnzabi=দংড | guzraji=দংড | xg38=qnd
Row 1913: e52=people | vinqi=लोग | pnzabi=লোগ | guzraji=লোগ | xg38=log
Row 1914: e52=pepper | vinqi=मिर्च | pnzabi=মির্চ | guzraji=মির্চ | xg38=mirc
Row 1915: e52=per | vinqi=प्रति | pnzabi=প্রতি | guzraji=প্রতি | xg38=prji
Row 1916: e52=perceive | vinqi=समझना | pnzabi=সমঝনা | guzraji=সমঝনা | xg38=smZna
Row 1917: e52=percentage | vinqi=प्रतिशत | pnzabi=প্রতিশত | guzraji=প্রতিশত | xg38=prjiSj
Row 1918: e52=perception | vinqi=अनुभूति | pnzabi=অনুভূতি | guzraji=অনুভূতি | xg38=xnuBuji
Row 1919: e52=perfect | vinqi=उत्तम | pnzabi=উত্তম | guzraji=উত্তম | xg38=ujjm
Row 1920: e52=perfectly | vinqi=पूरी तरह से | pnzabi=পূরী তরহ সে | guzraji=পূরী তরহ সে | xg38=puri jrv se
Row 1921: e52=perform | vinqi=अभिनय करना | pnzabi=অভিনয করনা | guzraji=অভিনয করনা | xg38=xBiny krna
Row 1922: e52=performance | vinqi=प्रदर्शन | pnzabi=প্রদর্শন | guzraji=প্রদর্শন | xg38=prqrSn
